-2.0, -0.5, -0.5, 0.01, -2.0, -0.5, -0.5, 5.484004012051495, -2.0, -0.5, -0.5, 4.244146893802877, -2.0, -0.5, -0.5, 2.285317645945791, -2.0, -0.5, -0.5, 1.254614771171539, -2.0, -0.5, -0.5, 0.9851281712425621, -2.0, -0.5, -0.5, 0.7043513413527255, -2.0, -0.5, -0.5, 0.3091987604071397, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.02887280196882441, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.07397610704731268, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.13033532838291403, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.15620575577384285, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.18305599276602552, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.20603477196517436, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.22367741359906632, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.23638703497045854, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2448260729387559, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2504085430484848, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2541013526969474, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2565491284481164, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2581759237648716, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2592602287893317, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.25998511170590566, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26047109850549105, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26079787247888836, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26101822952385156, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26116728336405426, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2612684417130495, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2613376625975579, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26138487438459473, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26141727323024944, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26143990513302845, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2614554180540109, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2614666021646799, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26147465953881177, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26148057567632055, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26148502229842197, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2614884557645049, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26149118654449943, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2614934261658558, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2614953192053235, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2614969638872908, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2614984277190488, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2614997583903234, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615009868318227, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26150213626769225, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615032206847192, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615042524793176, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26150523910119283, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26150618555254856, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26150709772790703, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615079775507459, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615088268724495, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615096487157708, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615104442962337, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26151121459381704, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615119619671474, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26151268626813656, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26151338938720736, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.261514070601242, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26151473213543464, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26151537435534256, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26151599729606473, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.261516603337175, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615171918779195, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.261517762931008, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26151831815361354, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615188577214421, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26151938180255585, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26151989244935386, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615203880486497, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26152087029745397, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26152133936279714, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615217953192724, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615222397853283, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615226719885465, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26152309328173995, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615235024656943, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615239013387697, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26152428987536186, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26152466774841343, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.261525037000448, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615253967121659, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.2615257465951913, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26152608802172567, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26152642089524714, -1.9885286721723836, -0.529998193770671, -0.49735224232104597, 0.26152674512404117
-2.0, -0.5, -0.5, 0.01
-2.0, -0.5, -0.5, 0.01
-2.0, -0.5, -0.5, 0.01
-2.0, -0.5, -0.5, 0.01
-2.0, -0.5, -0.5, 0.01
-2.0, -0.5, -0.5, 0.01
-2.0, -0.5, -0.5, 0.01
-2.0, -0.5, -0.5, 0.01
-2.0, -0.5, -0.5, 0.01
-2.0, -0.5, -0.5, 0.01
-2.0, -0.5, -0.5, 0.01
-2.0, -0.5, -0.5, 0.01
-2.0, -0.5, -0.5, 0.01
